Station,mean,sum,count
YONGE AND WEDGEWOOD,4.5,9,2
YONGE AND WELLESLEY,44.44444444444444,800,18
YONGE AND WELLESLEY TO,0.0,0,1
YONGE AND WELLINGTON,63.0,315,5
YONGE AND WILLIAM CARS,12.75,51,4
YONGE AND WILSON,27.0,432,16
YONGE AND WILSON (NORT,54.0,54,1
YONGE AND WOBURN,15.0,15,1
YONGE AND WOOD,5.0,5,1
YONGE AND WOODLAWN,4.5,9,2
YONGE AND YONGE BLVD,150.9,1509,10
YONGE AND YORK MILLS,24.789473684210527,942,38
YONGE AND YORKVILLE,15.0,30,2
YONGE AND YORKVILLE AV,8.0,8,1
YONGE ANDE WILLIAM CAR,0.0,0,1
YONGE BLVD AND FELBRIG,18.0,18,1
YONGE BLVD AND WILSON,168.5,337,2
YONGE BLVD AND YONGE,43.0,43,1
YONGE BLVD AND YONGE S,51.0,51,1
YONGE BOULEVARD AND FE,60.0,60,1
YONGE BOULEVARD AND YO,30.0,30,1
YONGE BT CHARLES AND G,0.0,0,1
YONGE S OF ADELAIDE,10.0,10,1
YONGE ST - FRONT - WEL,0.0,0,1
YONGE ST AND YONGE BLV,215.0,645,3
YONGE STEELES LOOP,0.0,0,4
YONGE STREET AND YONGE,50.0,50,1
YONGER AND CUMMER,0.0,0,1
YOR MILLS AND BAYVIEW,10.0,10,1
YOR MILLS AND CHIPSTEA,10.0,10,1
YORDALE AND DUFFERIN,20.0,20,1
YORK,18.0,18,1
YORK AND ADELAIDE,10.0,10,1
YORK AND KING,9.0,9,1
YORK AND QUEEN,10.0,10,1
YORK CIVIC CENTRE,8.0,8,1
YORK GATE AND JANE,12.0,12,1
YORK MILL AND DON MILL,11.0,22,2
YORK MILL AND VALENTIN,12.0,12,1
YORK MILL AND YONGE,10.0,10,1
YORK MILL STATION,15.0,120,8
YORK MILLOS STATION,6.0,6,1
YORK MILLS,8.5,17,2
YORK MILLS - FENN - BI,197.0,197,1
YORK MILLS AND BANBURY,13.125,210,16
YORK MILLS AND BAYVIEW,13.774647887323944,978,71
YORK MILLS AND BIRCHWO,10.5,42,4
YORK MILLS AND BROOKBA,10.0,10,1
YORK MILLS AND CEDARVA,10.0,10,1
YORK MILLS AND CEDARWO,13.428571428571429,94,7
YORK MILLS AND CHIPSTE,12.0,36,3
YORK MILLS AND CLAYLAN,10.0,10,1
YORK MILLS AND DON MIL,12.973333333333333,973,75
YORK MILLS AND DON VAL,10.0,10,1
YORK MILLS AND DVP,13.5,81,6
YORK MILLS AND FENN,50.0,300,6
YORK MILLS AND FENN AV,202.0,202,1
YORK MILLS AND FENSIDE,20.066666666666666,301,15
YORK MILLS AND FERNSID,10.0,10,1
YORK MILLS AND GISBURN,10.0,10,1
YORK MILLS AND GLENRID,11.333333333333334,34,3
YORK MILLS AND GRAYDON,7.0,7,1
YORK MILLS AND HARRISO,11.0,44,4
YORK MILLS AND HEDGEWO,9.625,77,8
YORK MILLS AND HIGHLAN,13.333333333333334,40,3
YORK MILLS AND LAURENT,10.0,10,1
YORK MILLS AND LEEMILL,10.0,10,1
YORK MILLS AND LESLIE,15.087719298245615,860,57
YORK MILLS AND LESMILL,12.428571428571429,87,7
YORK MILLS AND LOCHINV,16.125,129,8
YORK MILLS AND LOCHINW,25.0,25,1
YORK MILLS AND OID YOR,96.0,96,1
YORK MILLS AND OLD MIL,30.0,30,1
YORK MILLS AND OLD YON,15.0,75,5
YORK MILLS AND OLD YOP,15.0,15,1
YORK MILLS AND OLD YOR,13.266666666666667,199,15
YORK MILLS AND PARKWOO,9.333333333333334,28,3
YORK MILLS AND SAND OV,10.0,10,1
YORK MILLS AND SANDFIE,16.0,48,3
YORK MILLS AND SANDOVE,10.4,52,5
YORK MILLS AND SCARSDA,9.0,18,2
YORK MILLS AND SCASDAL,12.0,12,1
YORK MILLS AND SILVERD,10.714285714285714,75,7
YORK MILLS AND STANDFI,10.0,10,1
YORK MILLS AND UPJOHN,11.666666666666666,70,6
YORK MILLS AND UPPER H,56.0,224,4
YORK MILLS AND VALENTI,7.6,38,5
YORK MILLS AND VALETIN,10.0,10,1
YORK MILLS AND VALLEY,65.44444444444444,589,9
YORK MILLS AND VALLEYW,12.0,12,1
YORK MILLS AND VERSAIL,10.0,10,1
YORK MILLS AND VICTORI,12.0,24,2
YORK MILLS AND WILSON,6.0,6,1
YORK MILLS AND YONGE,16.24,406,25
YORK MILLS AND YONGE (,30.0,30,1
YORK MILLS AND YONGE N,17.0,17,1
YORK MILLS AND YORK RI,7.5,30,4
YORK MILLS ANS SANDOVE,12.0,12,1
YORK MILLS AT SCARSDAL,10.0,10,1
YORK MILLS COLLEGIATE,10.0,10,1
YORK MILLS ROAD AND HE,25.0,25,1
YORK MILLS STATINO,12.0,12,1
YORK MILLS STATIOBN,20.0,20,1
YORK MILLS STATION,12.395509499136443,7177,579
YORK MILLS STATION - 1,8.0,8,1
YORK MILLS STATION BUS,15.0,30,2
YORK MILLS STATION TO,6.666666666666667,20,3
YORK MILLS STATIONS,0.0,0,1
YORK MILLS STATOIN,15.0,30,2
YORK MILLS STATON,5.0,10,2
YORK MILLS STN,15.5,31,2
YORK MILLS STN TO ORMO,0.0,0,1
YORK MILS AND FENSIDE,10.0,10,1
YORK MILS E OF YONGE,12.0,12,1
YORK UNIVERISTY BUS WA,15.0,30,2
YORK UNIVERSITY BUS WA,15.0,15,1
YORK UNIVERSITY BUSWAY,12.5,25,2
YORKALE STATION,18.0,18,1
YORKDALE AND ALLEN,32.5,65,2
YORKDALE AND YORKDALE,13.0,13,1
YORKDALE GO,17.0,17,1
YORKDALE GO STATION,14.5,29,2
YORKDALE GO TERMINAL,13.2,66,5
YORKDALE MALL,11.125,89,8
YORKDALE RD AND ON RAM,0.0,0,1
YORKDALE RD AT YORKDAL,7.0,7,1
YORKDALE ROAD AT GO TE,20.0,20,1
YORKDALE ROAD GO TERMI,17.0,17,1
YORKDALE ROAD W OF ALL,135.0,135,1
YORKDALE STATION,14.00943396226415,1485,106
YORKDALE TERMINAL,9.0,9,1
YORKGATE AND FINCH,4.0,4,1
YORKGATE AND JANE,16.0,16,1
YORKLAND AND CONSUMER,63.666666666666664,191,3
YORKLAND AND CONSUMERS,137.57142857142858,963,7
