Station,mean,sum,count
LESMILL AND YORK MILLS,12.0,12,1
LESMILL AND YORKMILLS,20.0,20,1
LESTER B. PEARSON AIRP,13.75,55,4
LIBERTY AND ATLANTIC,81.625,653,8
LIBERTY AND MOWAT,8.0,8,1
LIBERTY AND STACHAN,0.0,0,1
LIBERTY AND STRACHAN,370.0,370,1
LIBERTY LOOP,92.0,92,1
LIBERTY VILLAGE,4.0,8,2
LIMSDEN AND BARRINGTON,10.0,10,1
LINDEN AND DANFORTH,10.0,10,1
LINE WIDE,0.0,0,2
LINKWOOD AND EDGECLIFF,15.0,30,2
LINKWOOD AND ST DENNIS,38.333333333333336,345,9
LINKWOOD AND ST. DENNI,6.333333333333333,38,6
LINWOOD AND ST DENNIS,0.0,0,1
LIP;ING AND BURNHAMTHO,10.0,10,1
LIPPINCOTT SUBSTATION,0.0,0,1
LIPPINCOTT TO WALMER,29.0,29,1
LITTLE AND SEWELLS,17.0,34,2
LITTLES AND BIRRELL,15.0,15,1
LITTLES AND OLD FINCH,13.0,52,4
LITTLES AND SEWELL,18.0,18,1
LITTLES AND SEWELLS,12.0,192,16
LITTLES AND SEWELS,130.0,130,1
LITTLES AND SWELLS,18.0,18,1
LITTLES RD AND SEWELLS,16.5,33,2
LIVINGSTON AND MARLEE,43.0,43,1
LLOYD JAMES LN AND TWE,11.0,11,1
LLOYD MANOR AND RATHBU,11.0,11,1
LOCUST LODGE AND STANL,0.0,0,1
LOCUST LODGE GARDENS A,22.0,22,1
LOGAN AND COSBURN,10.0,10,1
LOGAN AND LAKE SHORE,240.0,240,1
LOGAN AND LAKESHORE,9.0,9,1
LONG BRANCE LOOP,25.0,25,1
LONG BRANCH,16.0,16,1
LONG BRANCH LOOP,19.941176470588236,1695,85
LONG BRANCH LOOP- BROW,27.0,27,1
LONGBORN AND MARTINGRO,11.0,11,1
LONGBOURNE AND MARTIN,37.5,75,2
LONGBOURNE AND REDGRAV,7.0,21,3
LONGBOURNE AND WILLOWR,10.5,21,2
LONGBRANCH LOOP,18.333333333333332,55,3
LORD MANOR AND FIRWOOD,21.0,21,1
LORD SEATON AND UPPER,25.0,25,1
LOUVAIN AND HUMBER,15.0,60,4
LOWER GERRARD AND COXW,0.0,0,1
LOWER JARIS AND QUEEN',6.0,6,1
LOWER JARVIS - ESPLANA,10.0,10,1
LOWER JARVIS AND ESPLA,0.0,0,1
LOWER JARVIS AND GARDI,209.5,419,2
LOWER JARVIS AND LAKE,4.25,17,4
LOWER JARVIS AND LAKES,81.7,817,10
LOWER JARVIS AND QUEEN,10.290909090909091,566,55
LOWER JARVIS AND THE E,16.333333333333332,49,3
LOWER JARVIS AND WILTO,0.0,0,1
LOWER JARVIS AT QUEENS,8.0,8,1
LOWER JAVIS AND QUEENS,18.0,18,1
LOWER RIVER AND QUEEN,43.0,43,1
LOWER SHERBOURNE AND A,18.0,18,1
LOWER SHERBOURNE AND E,64.0,128,2
LOWER SHERBOURNE AND F,15.0,15,1
LOWER SHERBOURNE AND G,6.0,6,1
LOWER SHERBOURNE AND L,20.5,41,2
LOWER SHERBOURNE AND Q,10.5,42,4
LOWER SHERBOURNE AND T,9.0,18,2
LOWER SPADINA AND QUEE,24.0,24,1
LOWERSHERBOURNE AND QU,10.0,10,1
LOWTHER AND AVENUE,0.0,0,1
LUMDEN AND CHISHOLM,329.0,329,1
LUMSDEN AND BARRINGTON,33.4,167,5
LUMSDEN AND CEDARVALE,20.0,20,1
LUMSDEN AND CHISHOLM,278.6666666666667,836,3
LUMSDEN AND EASTDALE,10.0,10,1
LUMSDEN AND MAIN,5.0,10,2
LUMSDEN AND OAK PARK,20.0,20,1
LUMSDEN AND WESTLAKE,190.5,762,4
LUMSDEN AND WOODBINE,25.0,50,2
LUNDY AND WARREN,20.0,60,3
LUNSDOM AND CHISOLM,545.0,545,1
LUNSDUM AND CHISOLM,540.0,540,1
LUTHER AND BEDFORD,21.0,21,1
LWARENCE AND BELLAMY,10.0,10,1
LWARENCE AND CULFORD,20.0,20,1
LYNDOCK AND ROYWOOD,11.0,11,1
LYNEBROOK AND ROYWOOD,817.0,817,1
LYNEDOCK AN ROYWOOD,12.0,12,1
LYNEDOCK AND CLIMANS,25.0,50,2
LYNEDOCK AND FENSIDE,13.333333333333334,40,3
LYNEDOCK AND NESS,20.0,20,1
LYNEDOCK AND ROYALWOOD,22.0,22,1
M BUILDING,8.0,8,1
MABELLE AND CORDOVA,25.666666666666668,77,3
MABELLE AND DUNDAS,36.2,181,5
MABELLE AND DUNDAS WES,22.0,22,1
MAC DONELL AND QUEEN S,20.0,20,1
MACDONALD AND SEAFORTH,18.0,18,1
MACDONELL AND QUEEN,35.2,704,20
MACDONELL AND SEAFORTH,7.0,14,2
MACDONELL AVE AND SEAF,20.0,20,1
MACDONNELL AND QUEEN,18.0,18,1
MACLENAN AND SCHOLFIEL,25.0,25,1
MACLENNAN AND SCHOLFIE,188.0,188,1
MACPHERSON AND SPADINA,190.5,381,2
MADAWASKA AND YONGE,30.0,30,1
MADISON AND BLOOR,0.0,0,1
MAIN AND BENLAMOND,10.0,10,1
MAIN AND DANFORTH,16.818181818181817,370,22
MAIN AND DONCASTER,11.5,69,6
MAIN AND GERRARD,16.666666666666668,150,9
MAIN AND KINGSTON,117.66666666666667,2118,18
MAIN AND KINGSTON RD,18.0,36,2
MAIN AND SOUTHWOOD,341.3333333333333,1024,3
MAIN AND SWANWICK,20.0,40,2
MAIN ST AND MARKHAM,237.0,237,1
MAIN ST STATION,5.0,10,2
MAIN STATION,12.675675675675675,1876,148
MAIN STEEET STATION,10.0,10,1
MAIN STN,10.0,10,1
MAIN STREET,14.0,28,2
MAIN STREET AND DANFOR,85.0,340,4
MAIN STREET AND KINGST,20.0,20,1
MAIN STREET MARKHAM AN,93.0,93,1
MAIN STREET NORTH AND,30.0,30,1
MAIN STREET STATION,13.323717948717949,4157,312
MAIN STREET STYATION,10.0,10,1
"MAIN STREET, TORONTO O",22.0,22,1
MAIN STRET STATION,10.0,10,1
MAINSTREET STATION,10.0,10,1
MAINT STATION,10.0,10,1
MAINT STREET STATION,15.0,15,1
MAITLAND AND YONGE,10.0,10,1
MAJOR MACKENZIE,15.0,15,1
MAJOR MACKENZIE AND AG,941.0,941,1
MAJOR MACKENZIE AND AN,24.0,24,1
MAJOR MACKENZIE AND HI,34.5,69,2
MAJOR MACKENZIE AND MA,20.818181818181817,229,11
MAJOR MACKENZIE AND RA,26.666666666666668,80,3
MAJOR MACKENZIE AND RI,18.555555555555557,167,9
MAJOR MACKENZIE AND ST,15.0,15,1
MAJOR MACKENZIE AND TS,30.0,30,1
MAJOR MACKENZIE DRIVE,0.0,0,1
MAJOR MCKENZIE AND RID,30.0,30,1
MAJOT MACKENZIE AND TS,30.0,30,1
MALVER GARAGE,0.0,0,1
MALVERN AND MAMMOTH,15.0,15,1
MALVERN AND SHEPPARD,16.666666666666668,50,3
MALVERN DIV TRAFFIC OF,0.0,0,1
MALVERN DIVISION,6.625,106,16
MALVERN DIVSION,15.0,30,2
MALVERN GARAGE,12.420863309352518,3453,278
MALVERN GARGE,8.0,8,1
MALVERN GATE,13.8,414,30
MALVERN GATE (OPPOSITE,16.0,16,1
MALVERN YARD,0.0,0,1
MANITOBA AND CANADA,15.0,30,2
MANITOBA AND GRAND,12.0,24,2
MANITOBA AND LEGION RD,30.0,30,1
MANITOBA AND NOVA SCOT,198.8,1988,10
MANITOBA AND PRINCES B,10.0,10,1
MANITOBA AND PRINCES',92.0,92,1
MANITOBA AND PRINCESS,16.0,16,1
MANITOBA AND SASKATCHE,596.0,596,1
MANITOBA AND STRACHAN,5.0,10,2
MANITOBA DR AND CANADA,10.0,10,1
MANITOBA DR AND NOVA S,20.0,20,1
MANITOBA DR AND PRINCE,379.0,379,1
MANITONA AND NOVA SCOT,20.0,20,1
MANIZA AND POWELL,28.0,28,1
MANIZA AND WILSON,22.0,22,1
MANOR AND MOUNT PLEASA,18.0,18,1
MANSE AND HAINFORD,20.0,40,2
MANSE AND LAWRENCE,13.5,27,2
MANTIS AND DRAGONFLY,8.0,8,1
MANTIS AND HOPTREE,10.0,10,1
MANTIS AND POPPY,10.5,21,2
MAPLE AND GLEN,12.0,36,3
MAPLE AND GLEN ROAD,8.0,8,1
MAPLE AND SHERBOURNE,11.0,22,2
MAPLE AND STELLA,30.0,30,1
MAPLE AVENUE AND GLEN,20.0,20,1
MAPLE LEAF AND BOURDON,0.0,0,1
MAPLE LEAF AND CLIFFOR,48.0,48,1
MAPLE LEAF AND JANE,39.666666666666664,357,9
MAPLE LEAF AND VENICE,36.0,36,1
MAPLE LEAF ANF JANE,42.0,42,1
MARHAM AND MILNER,10.0,10,1
MARHAM AND STEELES,30.0,30,1
MARIDE PARADE AND SILV,10.0,10,1
MARIN GROVE AND ROYALC,9.0,9,1
MARINE PARADA AND SILV,105.0,105,1
MARINE PARADE AND LAKE,164.6,823,5
MARINE PARADE AND PARK,25.0,25,1
MARINE PARADE AND SILV,16.0,80,5
MARINE PARADE DRIVE AN,5.5,11,2
MARJHAM AND FINCH,12.0,12,1
MARKAHAM AND ELLESMERE,0.0,0,1
MARKHAM AND 14TH AVE,52.2,261,5
MARKHAM AND 16TH,28.818181818181817,317,11
MARKHAM AND 16TH AVE,30.0,30,1
MARKHAM AND 16TH AVENU,36.5,73,2
MARKHAM AND 2200 MARKH,0.0,0,1
MARKHAM AND 401,10.0,10,1
MARKHAM AND BLAKE MANO,0.0,0,1
MARKHAM AND BLAKEMANOR,9.1,91,10
MARKHAM AND BRIMORTON,20.375,163,8
MARKHAM AND BULLOCK,30.0,30,1
MARKHAM AND BUR OAK,18.0,54,3
MARKHAM AND BUR OAK AV,89.0,89,1
MARKHAM AND CASTLEMORE,17.0,34,2
MARKHAM AND COUGAR,15.4,77,5
MARKHAM AND COUGAR COU,20.0,40,2
MARKHAM AND COUGAR CT,12.0,12,1
MARKHAM AND DENISION,30.0,30,1
MARKHAM AND DENISON,51.0,51,1
MARKHAM AND DENNISON,30.0,30,1
MARKHAM AND DUNELM,7.0,21,3
MARKHAM AND EAST PARK,49.0,98,2
MARKHAM AND EAST SOUTH,4.0,4,1
MARKHAM AND EASTPARK,41.0,41,1
MARKHAM AND EDWARD JEF,10.0,10,1
MARKHAM AND EGLINTON,29.181818181818183,963,33
MARKHAM AND EGLINTON (,9.0,9,1
MARKHAM AND ELLESMERE,23.0,1357,59
MARKHAM AND FINCH,16.2,810,50
MARKHAM AND GOLDEN,221.0,221,1
MARKHAM AND GOLDEN AVE,30.0,30,1
MARKHAM AND GREENBRAE,10.0,20,2
MARKHAM AND GREENCEDAR,22.5,90,4
MARKHAM AND GREENCREST,20.0,20,1
MARKHAM AND GREENHOLM,13.333333333333334,40,3
MARKHAM AND HIGHWAY 40,0.0,0,1
MARKHAM AND HIGHWAY 7,72.66666666666667,436,6
MARKHAM AND HWY 407,30.0,30,1
MARKHAM AND HWY 7,9.666666666666666,29,3
MARKHAM AND IRONSTONE,30.0,30,1
MARKHAM AND JUST S OF,0.0,0,1
MARKHAM AND KINGSTON,18.23076923076923,237,13
MARKHAM AND KINGSTON R,21.0,42,2
MARKHAM AND LAWRENCE,25.88,1294,50
MARKHAM AND LAWREWNCE,0.0,0,1
MARKHAM AND LONDON,15.0,30,2
MARKHAM AND LUELLA,50.833333333333336,305,6
MARKHAM AND LUELLA ( N,12.0,12,1
MARKHAM AND MAJOR MACK,21.25,170,8
MARKHAM AND MARKANNA,11.0,22,2
MARKHAM AND MARKHANA,10.0,10,1
MARKHAM AND MCLEVIN,13.3,133,10
MARKHAM AND MCNICOLL,21.27777777777778,383,18
MARKHAM AND MILNER,16.36,409,25
MARKHAM AND MILNER AVE,15.0,15,1
MARKHAM AND NASHDENE,14.428571428571429,202,14
MARKHAM AND NEW DELHI,30.0,60,2
MARKHAM AND NUGGAT,22.0,22,1
MARKHAM AND NUGGET,31.5625,505,16
MARKHAM AND NUGGET AVE,17.0,17,1
MARKHAM AND OAK,30.0,30,1
MARKHAM AND ORCHID,12.333333333333334,37,3
MARKHAM AND ORCHID PLA,24.0,24,1
MARKHAM AND PAINTED,12.0,12,1
MARKHAM AND PAINTED PO,11.6,116,10
MARKHAM AND PANDORA,7.5,30,4
MARKHAM AND PANDORA CI,59.0,59,1
MARKHAM AND PASSMORE,33.785714285714285,473,14
MARKHAM AND PROGRESS,17.4,1131,65
MARKHAM AND RAMONA,290.0,290,1
MARKHAM AND ROBINSON,468.0,468,1
MARKHAM AND ROCHMAN,52.0,52,1
MARKHAM AND SELECT,31.666666666666668,190,6
MARKHAM AND SHEPPARD,15.78,2367,150
MARKHAM AND SHEPPARD E,18.0,18,1
MARKHAM AND SIXTEENTH,14.0,14,1
MARKHAM AND ST CLAIR,8.0,8,1
MARKHAM AND STEELES,15.182926829268293,1245,82
MARKHAM AND STEVENWOOD,10.0,10,1
MARKHAM AND TUXEDO,14.266666666666667,214,15
MARKHAM AND TUXEDO COU,101.5,203,2
MARKHAM AND TUXEDO CRT,14.25,57,4
MARKHAM AND VERNA,4.0,4,1
MARKHAM AND VERNE,10.0,90,9
MARKHAM AND WASHBURN,24.0,24,1
MARKHAM AND WERNE,12.0,12,1
MARKHAM ANED LAWRENCE,10.0,10,1
MARKHAM RD AND ELLESME,61.0,61,1
MARKHAM RD AND MILNER,10.0,10,1
MARKHAM RD AND SHEPPAR,8.0,8,1
MARKHAM RD NORTH OF EG,30.0,30,1
MARKHAM ROAD,8.0,8,1
MARKHAM ROAD BETWEEN 4,21.0,21,1
MARKHAN AND BLAKE MANO,8.0,8,1
MARKHAN AND FINCH,10.0,10,1
MARKHAN AND SHEPPARD,30.0,30,1
MARKINGTON SQ,7.0,7,1
MARKLAND AND BLOOR,15.0,30,2
MARKLAND AND MILL,20.0,20,1
MARLEE AND BELGRAVIA,36.0,36,1
MARLEE AND CASTLEFIELD,30.0,30,1
MARLEE AND DELL PARK,5.0,5,1
MARLEE AND EGLINTON,15.166666666666666,91,6
MARLEE AND ELWAY,4.0,8,2
MARLEE AND FAIRHOLME,40.0,40,1
MARLEE AND GLENCAIRN,26.75,107,4
MARLEE AND HILLMOUNT,10.0,10,1
MARLEE AND HOPEWELL,6.0,6,1
MARLEE AND LAWRENCE,27.333333333333332,246,9
MARLEE AND LIVINGSTON,42.5,85,2
MARLEE AND LIVINGSTONE,11.75,47,4
MARLEE AND RIDDLE,38.0,38,1
MARLEE AND RIDELLE,30.333333333333332,91,3
MARLEE AND ROSELAWN,15.833333333333334,95,6
MARLEE AND STAINER,149.0,149,1
MARLEE AND WHITMORE,28.333333333333332,85,3
MARLEE AVE AND GLENCAR,18.0,18,1
MARLEY AND GLENCARIN,40.0,40,1
MARLEY AND ROSELAWN,25.0,25,1
MARQUETTE AND BATHURST,10.0,10,1
MARSHALL MCLUHAN H.S.,3.0,3,1
MARTIN GROOVE AND FINC,5.0,5,1
MARTIN GROOVE AND JOHN,12.0,12,1
MARTIN GROOVE AND RACI,14.0,14,1
MARTIN GROOVE AND ROYA,11.0,22,2
MARTIN GROVE,20.0,20,1
MARTIN GROVE AND ALBIO,19.0,342,18
MARTIN GROVE AND BETHR,10.5,21,2
MARTIN GROVE AND BETTE,4.333333333333333,13,3
MARTIN GROVE AND BRUNE,10.0,20,2
MARTIN GROVE AND DEWIT,15.666666666666666,47,3
MARTIN GROVE AND DIXON,24.0,168,7
MARTIN GROVE AND EGLIN,17.875,286,16
MARTIN GROVE AND ENTER,0.0,0,1
MARTIN GROVE AND ETOBI,12.0,12,1
MARTIN GROVE AND FINCH,36.04545454545455,793,22
MARTIN GROVE AND GARFE,12.5,25,2
MARTIN GROVE AND GIHON,10.5,21,2
MARTIN GROVE AND HAWKE,21.0,21,1
MARTIN GROVE AND HIGHW,23.0,23,1
MARTIN GROVE AND HUMBE,9.0,9,1
MARTIN GROVE AND HWY 2,10.0,10,1
MARTIN GROVE AND JEFFC,17.5,70,4
MARTIN GROVE AND JOHN,24.166666666666668,145,6
MARTIN GROVE AND LAVIN,22.0,22,1
MARTIN GROVE AND LEXIN,10.8,54,5
MARTIN GROVE AND LONGB,17.666666666666668,53,3
MARTIN GROVE AND LONGH,11.0,11,1
MARTIN GROVE AND MILKW,12.0,24,2
MARTIN GROVE AND NOTIN,15.0,15,1
MARTIN GROVE AND NOTTI,13.0,39,3
MARTIN GROVE AND PORTE,21.0,42,2
MARTIN GROVE AND RACIN,12.5,50,4
MARTIN GROVE AND REDGR,19.0,19,1
MARTIN GROVE AND REXDA,34.42857142857143,241,7
MARTIN GROVE AND RICHG,4.0,8,2
MARTIN GROVE AND RIDGE,20.0,20,1
MARTIN GROVE AND ROYAL,13.166666666666666,79,6
MARTIN GROVE AND SILVE,14.0,70,5
MARTIN GROVE AND SLIVE,11.0,11,1
MARTIN GROVE AND STEEL,17.0,425,25
MARTIN GROVE AND THE W,19.333333333333332,174,9
MARTIN GROVE AND TOLLI,18.6,372,20
MARTIN GROVE AND TROLL,26.0,26,1
MARTIN GROVE AND VULCA,15.0,15,1
MARTIN GROVE AND WATER,20.0,20,1
MARTIN GROVE AND WEST,15.5,31,2
MARTIN GROVE AND WESTH,17.22222222222222,155,9
MARTIN GROVE AND WESTW,20.0,80,4
MARTIN GROVE AND WINTE,13.0,13,1
MARTIN GROVE ANDE TOLL,25.0,25,1
MARTIN GROVE JOHN GARL,0.0,0,1
MARTIN GROVE LOOP,12.9375,207,16
MARTIN GROVE LOOP (STE,10.0,10,1
MARTIN GROVE LOOP - AT,0.0,0,1
MARTIN GROVE LOOP AT S,0.0,0,1
MARTIN GROVE ROAD,20.0,20,1
MARTIN GROVE ROAD AND,21.0,21,1
MARTIN GROVE SND STEEL,20.0,20,1
MARTIN GROVE STEELES L,16.0,16,1
MARTIN GROVE TO YONGE,0.0,0,1
MARTIN ROSS AND ALNESS,284.0,284,1
MARTIN ROSS AVE AND FL,28.0,28,1
MARTING GROOVE AND STE,13.0,13,1
MARTINGOVE AND BRUNELL,30.0,30,1
MARTINGROVE & JEFFCOAT,23.0,23,1
MARTINGROVE AND ALBION,7.666666666666667,23,3
MARTINGROVE AND BRUNEL,23.0,23,1
MARTINGROVE AND CLEMEN,0.0,0,1
MARTINGROVE AND DIXON,66.66666666666667,200,3
MARTINGROVE AND EGLINT,11.0,11,1
MARTINGROVE AND FINCH,154.0,308,2
MARTINGROVE AND MERCUR,27.0,27,1
MARTINGROVE AND REXDAL,16.0,32,2
MARTINGROVE AND SILVER,23.0,23,1
MARTINGROVE AND STEELE,8.0,8,1
MARTINGROVE AND THE WE,8.5,17,2
MARTINGROVE AND TOLLIN,19.0,38,2
MARTINGROVE AND WEST H,20.0,20,1
MARTINGROVE AND WESTWA,12.0,12,1
MARTINGROVE LOOP,12.0,12,1
MARTINGROVE STEELES LO,23.0,23,1
MARTIVE GROVE AND WEST,0.0,0,1
MAYBERRY AND CLAIR,8.0,8,1
MAYBROOK AND MCNICOLL,10.0,10,1
MAYBROOK AND PASSMORE,15.6,78,5
MC COWAN AND 401,104.0,104,1
MC COWNA AND STEELES,0.0,0,1
MC NICOLL GARAGE,20.0,20,1
MCBRIEN BLDG,0.0,0,1
MCBRIEN BUILDING,0.0,0,5
MCBRIEN BUILDING - BAS,0.0,0,1
MCBRIEN OFFICE,0.0,0,1
MCCOWAN,11.5,23,2
MCCOWAN AND 14TH,21.0,63,3
MCCOWAN AND 14TH AVE,21.5,43,2
MCCOWAN AND 14TH AVENU,14.0,14,1
MCCOWAN AND 16TH,22.0,44,2
MCCOWAN AND 16TH AVE,28.666666666666668,86,3
MCCOWAN AND 16TH AVENU,9.0,9,1
MCCOWAN AND 300 CONSIL,18.5,37,2
MCCOWAN AND 401,13.5,27,2
MCCOWAN AND ALANBULL,10.0,10,1
MCCOWAN AND ALTON TOWE,19.714285714285715,138,7
MCCOWAN AND ANSON,18.0,18,1
MCCOWAN AND BELLAMY,18.0,18,1
MCCOWAN AND BENLEIGH,10.0,20,2
MCCOWAN AND BIG RED AV,49.0,98,2
MCCOWAN AND BOROUGH DR,15.0,15,1
MCCOWAN AND BRIDLEGROV,17.5,35,2
MCCOWAN AND BRIDLEY,30.0,60,2
MCCOWAN AND BRIMHORTON,0.0,0,1
MCCOWAN AND BRIMLEY,15.0,15,1
MCCOWAN AND BRIMORTON,32.625,261,8
MCCOWAN AND BULLOCK,13.0,26,2
MCCOWAN AND BUR OAK,22.0,44,2
MCCOWAN AND BUR OAK AV,20.0,20,1
MCCOWAN AND BUSHBY,52.6,789,15
MCCOWAN AND BUSHBY (HO,10.0,10,1
MCCOWAN AND CASTLEMORE,15.0,30,2
MCCOWAN AND COLERAINE,14.0,14,1
MCCOWAN AND COLONIAL,30.0,30,1
MCCOWAN AND COMMANDER,29.11764705882353,495,17
MCCOWAN AND CONSILIUM,0.0,0,1
MCCOWAN AND CONSILLIUM,30.0,30,1
MCCOWAN AND COOPERATE,20.0,40,2
MCCOWAN AND CORPORATE,189.8,949,5
MCCOWAN AND CREE,19.333333333333332,58,3
MCCOWAN AND DENISON,29.5,59,2
MCCOWAN AND DENISON ST,54.0,54,1
MCCOWAN AND EGLINTON,41.4,207,5
MCCOWAN AND ELLEMERE,6.0,12,2
MCCOWAN AND ELLESEMERE,12.0,12,1
MCCOWAN AND ELLESMERE,25.818181818181817,284,11
MCCOWAN AND ELSON,84.0,252,3
MCCOWAN AND FINCH,14.148148148148149,764,54
MCCOWAN AND FINCH AVE,18.0,18,1
MCCOWAN AND FOURTEENT,54.0,54,1
MCCOWAN AND FOURTEENTH,74.5,149,2
MCCOWAN AND GILLINGHAM,69.0,138,2
MCCOWAN AND HERITAGE,30.0,30,1
MCCOWAN AND HERITAGE (,83.0,83,1
MCCOWAN AND HIGH GLEN,30.0,30,1
MCCOWAN AND HIGHGLEN,21.5,43,2
MCCOWAN AND HIGHGLEN (,0.0,0,1
MCCOWAN AND HIGHWAY,20.0,20,1
MCCOWAN AND HIGHWAY 40,20.0,80,4
MCCOWAN AND HIGHWAY 7,47.25,189,4
MCCOWAN AND HOLLYHEDGE,32.5,130,4
MCCOWAN AND HUNTINGWOO,37.2,372,10
MCCOWAN AND HURONIA,12.0,12,1
MCCOWAN AND HURONIA GA,11.0,22,2
MCCOWAN AND HWY 401,8.5,17,2
MCCOWAN AND HWY 7,28.5,114,4
MCCOWAN AND HWY407,61.0,61,1
MCCOWAN AND HYW 401,0.0,0,1
MCCOWAN AND INVERGORDO,13.0,65,5
MCCOWAN AND JAMES PARR,25.0,25,1
MCCOWAN AND KENHATCH,14.666666666666666,44,3
MCCOWAN AND KINGSTON,26.0,26,1
MCCOWAN AND KINGSTON R,10.0,10,1
MCCOWAN AND LAWRENCE,16.928571428571427,474,28
MCCOWAN AND MAJOR MAC,15.0,15,1
MCCOWAN AND MARKHAM,12.5,25,2
MCCOWAN AND MARTINDALE,19.0,76,4
MCCOWAN AND MCNICILL,15.0,15,1
MCCOWAN AND MCNICOLL,26.2,655,25
MCCOWAN AND MIDDLEFIEL,46.111111111111114,415,9
MCCOWAN AND MILIKEN WE,14.0,14,1
MCCOWAN AND MILNER,24.185185185185187,653,27
MCCOWAN AND N OF HWY 7,21.0,21,1
MCCOWAN AND NUGGET,74.0,1258,17
MCCOWAN AND PHYLLIS,15.0,15,1
MCCOWAN AND PITFIELD,48.63636363636363,535,11
MCCOWAN AND PITFIELD R,28.0,28,1
MCCOWAN AND PITTFIELD,10.0,10,1
MCCOWAN AND PROGRESS,15.0,15,1
MCCOWAN AND RAYMERVILL,21.333333333333332,64,3
MCCOWAN AND SANDHURST,17.333333333333332,208,12
MCCOWAN AND SHEPPARD,18.66176470588235,2538,136
MCCOWAN AND SHEPPARD (,15.0,15,1
MCCOWAN AND SIXTEENTH,30.0,30,1
MCCOWAN AND SIXTHEENTH,30.0,30,1
MCCOWAN AND SOUTH UNIO,26.333333333333332,79,3
MCCOWAN AND SOUTHDALE,22.333333333333332,67,3
MCCOWAN AND ST. ANDREW,10.0,10,1
MCCOWAN AND STEEELS,23.0,23,1
MCCOWAN AND STEELES,18.457142857142856,1292,70
MCCOWAN AND STEELES (L,810.0,810,1
MCCOWAN AND STEELS,20.0,20,1
MCCOWAN AND TOWN CENTE,15.0,15,1
MCCOWAN AND TOWN CENTR,7.5,30,4
MCCOWAN AND TRAIL RIDG,14.0,14,1
MCCOWAN AND TRITION,30.0,30,1
MCCOWAN AND TRITON,32.4,648,20
MCCOWAN AND WALKWAY,19.333333333333332,58,3
MCCOWAN AND WARDEN,15.0,15,1
MCCOWAN AND WOODSIDE,28.0,28,1
MCCOWAN ANDSANDHURST C,15.0,15,1
MCCOWAN LOOP @ STEELES,30.0,30,1
MCCOWAN LOOP AT STEELE,0.0,0,1
MCCOWAN S OF STEELES,0.0,0,1
MCCOWAN SCARBOROUGH,13.0,13,1
MCCOWAN YARD,0.0,0,3
MCCOWAN YARD - CAR HOU,0.0,0,1
MCCOWAND AND MARTINDAL,22.0,44,2
MCCOWAND AND SHEPPARD,30.0,30,1
MCCOWAND AND TRAIL RID,30.0,30,1
MCCOWAQN AND CREE,28.0,28,1
MCCOWN AND HUNTINGWOOD,213.0,213,1
MCCOWN AND TOWN CENTRE,12.0,12,1
MCDONALDS TO SEAFORTH,10.0,10,1
MCDONELL AND QUEEN,53.0,53,1
MCDONNEL AND SEAFORTH,18.0,18,1
MCLENNAN AND SUMMERHIL,25.0,25,1
MCLEVIN AND E OF MARKH,20.0,20,1
MCLEVIN AND EMPRINGHAM,8.666666666666666,26,3
MCLEVIN AND GREENSPIRE,32.0,96,3
MCLEVIN AND HUPFIELD,23.5,94,4
MCLEVIN AND HUPFLIED,0.0,0,1
MCLEVIN AND MARKHAM,10.666666666666666,32,3
MCLEVIN AND MORNINGSID,9.0,27,3
MCLEVIN AND SHEPPARD,15.0,15,1
MCLEVIN AND TAPSCOTT,11.615384615384615,151,13
MCNAUGHTON AND VICTORY,22.0,22,1
MCNAUGHTON TO EGLINTON,0.0,0,1
MCNICCOLL GARAGE,0.0,0,1
MCNICHOLL AND WARDEN,10.0,10,1
MCNICHOLL GARAGE,10.0,10,1
MCNICOL AND CLEADON,16.0,16,1
MCNICOL AND PHARMACY,12.0,12,1
MCNICOL GARAGE,8.142857142857142,57,7
MCNICOLL,0.0,0,1
MCNICOLL AND AND TAPSC,15.0,15,1
MCNICOLL AND BAYVIEW,114.5,229,2
MCNICOLL AND BEDLE,80.66666666666667,242,3
MCNICOLL AND BIRCHMOUN,42.4,212,5
MCNICOLL AND BOXDENE,0.0,0,1
MCNICOLL AND BRAHMS,10.0,10,1
MCNICOLL AND BRCHMOUNT,16.0,16,1
MCNICOLL AND BRIMLEY,12.25,98,8
MCNICOLL AND CLANSMAN,13.0,26,2
MCNICOLL AND CLEADON,22.0,22,1
MCNICOLL AND DON MILLS,14.0,112,8
MCNICOLL AND DYMANIC,9.0,9,1
MCNICOLL AND DYNAMIC,12.090909090909092,133,11
MCNICOLL AND DYNAMITE,14.0,14,1
MCNICOLL AND DYNANIC,12.0,12,1
MCNICOLL AND EAGLE,22.0,22,1
MCNICOLL AND EAGLE POI,10.0,10,1
MCNICOLL AND HAROLD EV,113.4,567,5
MCNICOLL AND HAWKSHEAD,24.0,24,1
MCNICOLL AND HINES,12.0,12,1
MCNICOLL AND HUTCHCROF,4.5,9,2
MCNICOLL AND INNISLAWN,16.0,16,1
MCNICOLL AND IRONSIDE,14.5,58,4
MCNICOLL AND KENNEDY,13.892857142857142,389,28
MCNICOLL AND LESLIE,139.2,696,5
MCNICOLL AND MARKHAM,4.0,4,1
MCNICOLL AND MCCOWAN,34.714285714285715,243,7
MCNICOLL AND MICHAEL,9.5,19,2
MCNICOLL AND MIDDLEFIE,16.944444444444443,305,18
